projectname,viewname,ordinal,varname,vartype,varlength,varformat,varlabel
Mediflex,V_MEDIFLEX_BLOOD_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_BLOOD_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_BLOOD_RAW,32,WBC,char,5,$5.,WBC
Mediflex,V_MEDIFLEX_BLOOD_RAW,33,RBC,char,4,$4.,RBC
Mediflex,V_MEDIFLEX_BLOOD_RAW,34,HEMOGLOBIN,char,3,$3.,HEMOGLOBIN
Mediflex,V_MEDIFLEX_BLOOD_RAW,35,HEMATOCRIT,char,3,$3.,HEMATOCRIT
Mediflex,V_MEDIFLEX_CM,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_CM,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_CM,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_CM,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_CM,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_CM,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_CM,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_CM,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_CM,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_CM,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_CM,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_CM,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_CM,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_CM,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_CM,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_CM,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_CM,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_CM,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_CM,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_CM,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_CM,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_CM,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_CM,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_CM,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_CM,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_CM,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_CM,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_CM,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_CM,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_CM,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_CM,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_CM,32,CMSTAT,char,3,$3.,CMSTAT
Mediflex,V_MEDIFLEX_CM,33,CMSTAT_STD,char,1,$1.,CMSTATCoded Value
Mediflex,V_MEDIFLEX_CM,34,HIDDEN_NOW,num,8,datetime22.3,HIDDEN_NOW
Mediflex,V_MEDIFLEX_CM,35,HIDDEN_NOW_RAW,char,23,$23.,HIDDEN_NOW(Character)
Mediflex,V_MEDIFLEX_CM,36,HIDDEN_NOW_INT,num,8,datetime22.3,HIDDEN_NOWInterpolated
Mediflex,V_MEDIFLEX_CM,37,HIDDEN_NOW_YYYY,num,8,4.,HIDDEN_NOWYear
Mediflex,V_MEDIFLEX_CM,38,HIDDEN_NOW_MM,num,8,2.,HIDDEN_NOWMonth
Mediflex,V_MEDIFLEX_CM,39,HIDDEN_NOW_DD,num,8,2.,HIDDEN_NOWDay
Mediflex,V_MEDIFLEX_CM,40,CMREASND,char,200,$200.,CMREASND
Mediflex,V_MEDIFLEX_CM,41,CMTRT,char,200,$200.,CMTRT
Mediflex,V_MEDIFLEX_CM,42,CMDOSTOT,char,20,$20.,CMDOSTOT
Mediflex,V_MEDIFLEX_CM,43,CMDOSU,char,20,$20.,CMDOSU
Mediflex,V_MEDIFLEX_CM,44,CMDOSFRM,char,64,$64.,CMDOSFRM
Mediflex,V_MEDIFLEX_CM,45,CMDOSFRM_STD,num,8,3.,CMDOSFRMCoded Value
Mediflex,V_MEDIFLEX_CM,46,CMDOSFRQ,char,200,$200.,CMDOSFRQ
Mediflex,V_MEDIFLEX_CM,47,CMDOSFRQ_STD,char,20,$20.,CMDOSFRQCoded Value
Mediflex,V_MEDIFLEX_CM,48,CMROUTE,char,20,$20.,CMROUTE
Mediflex,V_MEDIFLEX_CM,49,CMROUTE_STD,char,20,$20.,CMROUTECoded Value
Mediflex,V_MEDIFLEX_CM,50,CMDOSRGM,char,20,$20.,CMDOSRGM
Mediflex,V_MEDIFLEX_CM,51,CMSTDTC,num,8,datetime22.3,CMSTDTC
Mediflex,V_MEDIFLEX_CM,52,CMSTDTC_RAW,char,11,$11.,CMSTDTC(Character)
Mediflex,V_MEDIFLEX_CM,53,CMSTDTC_INT,num,8,datetime22.3,CMSTDTCInterpolated
Mediflex,V_MEDIFLEX_CM,54,CMSTDTC_YYYY,num,8,4.,CMSTDTCYear
Mediflex,V_MEDIFLEX_CM,55,CMSTDTC_MM,num,8,2.,CMSTDTCMonth
Mediflex,V_MEDIFLEX_CM,56,CMSTDTC_DD,num,8,2.,CMSTDTCDay
Mediflex,V_MEDIFLEX_CM,57,CMONG,char,3,$3.,CMONG
Mediflex,V_MEDIFLEX_CM,58,CMONG_STD,char,1,$1.,CMONGCoded Value
Mediflex,V_MEDIFLEX_CM,59,CMENDTC,num,8,datetime22.3,CMENDTC
Mediflex,V_MEDIFLEX_CM,60,CMENDTC_RAW,char,11,$11.,CMENDTC(Character)
Mediflex,V_MEDIFLEX_CM,61,CMENDTC_INT,num,8,datetime22.3,CMENDTCInterpolated
Mediflex,V_MEDIFLEX_CM,62,CMENDTC_YYYY,num,8,4.,CMENDTCYear
Mediflex,V_MEDIFLEX_CM,63,CMENDTC_MM,num,8,2.,CMENDTCMonth
Mediflex,V_MEDIFLEX_CM,64,CMENDTC_DD,num,8,2.,CMENDTCDay
Mediflex,V_MEDIFLEX_CM,65,CMDUR,char,20,$20.,CMDUR
Mediflex,V_MEDIFLEX_CM,66,CMINDC,char,200,$200.,CMINDC
Mediflex,V_MEDIFLEX_CM_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_CM_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_CM_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_CM_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_CM_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_CM_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_CM_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_CM_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_CM_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_CM_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_CM_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_CM_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_CM_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_CM_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_CM_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_CM_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_CM_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_CM_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_CM_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_CM_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_CM_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_CM_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_CM_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_CM_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_CM_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_CM_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_CM_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_CM_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_CM_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_CM_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_CM_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_CM_RAW,32,CMSTAT,char,3,$3.,CMSTAT
Mediflex,V_MEDIFLEX_CM_RAW,33,CMSTAT_STD,char,1,$1.,CMSTATCoded Value
Mediflex,V_MEDIFLEX_CM_RAW,34,HIDDEN_NOW,char,23,$23.,HIDDEN_NOW
Mediflex,V_MEDIFLEX_CM_RAW,35,CMREASND,char,200,$200.,CMREASND
Mediflex,V_MEDIFLEX_CM_RAW,36,CMTRT,char,200,$200.,CMTRT
Mediflex,V_MEDIFLEX_CM_RAW,37,CMDOSTOT,char,20,$20.,CMDOSTOT
Mediflex,V_MEDIFLEX_CM_RAW,38,CMDOSU,char,20,$20.,CMDOSU
Mediflex,V_MEDIFLEX_CM_RAW,39,CMDOSFRM,char,64,$64.,CMDOSFRM
Mediflex,V_MEDIFLEX_CM_RAW,40,CMDOSFRM_STD,char,4,$4.,CMDOSFRMCoded Value
Mediflex,V_MEDIFLEX_CM_RAW,41,CMDOSFRQ,char,200,$200.,CMDOSFRQ
Mediflex,V_MEDIFLEX_CM_RAW,42,CMDOSFRQ_STD,char,20,$20.,CMDOSFRQCoded Value
Mediflex,V_MEDIFLEX_CM_RAW,43,CMROUTE,char,20,$20.,CMROUTE
Mediflex,V_MEDIFLEX_CM_RAW,44,CMROUTE_STD,char,20,$20.,CMROUTECoded Value
Mediflex,V_MEDIFLEX_CM_RAW,45,CMDOSRGM,char,20,$20.,CMDOSRGM
Mediflex,V_MEDIFLEX_CM_RAW,46,CMSTDTC,char,11,$11.,CMSTDTC
Mediflex,V_MEDIFLEX_CM_RAW,47,CMONG,char,3,$3.,CMONG
Mediflex,V_MEDIFLEX_CM_RAW,48,CMONG_STD,char,1,$1.,CMONGCoded Value
Mediflex,V_MEDIFLEX_CM_RAW,49,CMENDTC,char,11,$11.,CMENDTC
Mediflex,V_MEDIFLEX_CM_RAW,50,CMDUR,char,20,$20.,CMDUR
Mediflex,V_MEDIFLEX_CM_RAW,51,CMINDC,char,200,$200.,CMINDC
Mediflex,V_MEDIFLEX_DM,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_DM,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_DM,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_DM,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_DM,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_DM,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_DM,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_DM,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_DM,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_DM,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_DM,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_DM,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_DM,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_DM,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_DM,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_DM,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_DM,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_DM,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_DM,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_DM,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_DM,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_DM,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_DM,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_DM,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_DM,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_DM,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_DM,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_DM,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_DM,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_DM,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_DM,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_DM,32,BRTHDTC,num,8,datetime22.3,BRTHDTC
Mediflex,V_MEDIFLEX_DM,33,BRTHDTC_RAW,char,11,$11.,BRTHDTC(Character)
Mediflex,V_MEDIFLEX_DM,34,BRTHDTC_INT,num,8,datetime22.3,BRTHDTCInterpolated
Mediflex,V_MEDIFLEX_DM,35,BRTHDTC_YYYY,num,8,4.,BRTHDTCYear
Mediflex,V_MEDIFLEX_DM,36,BRTHDTC_MM,num,8,2.,BRTHDTCMonth
Mediflex,V_MEDIFLEX_DM,37,BRTHDTC_DD,num,8,2.,BRTHDTCDay
Mediflex,V_MEDIFLEX_DM,38,AGE,num,8,3.,AGE
Mediflex,V_MEDIFLEX_DM,39,AGE_RAW,char,4,$4.,AGE(Character)
Mediflex,V_MEDIFLEX_DM,40,SEX,char,7,$7.,SEX
Mediflex,V_MEDIFLEX_DM,41,SEX_STD,char,7,$7.,SEXCoded Value
Mediflex,V_MEDIFLEX_DM,42,CHILDBEAR,char,3,$3.,CHILDBEAR
Mediflex,V_MEDIFLEX_DM,43,CHILDBEAR_STD,char,1,$1.,CHILDBEARCoded Value
Mediflex,V_MEDIFLEX_DM,44,RACE,char,200,$200.,RACE
Mediflex,V_MEDIFLEX_DM,45,RACE_STD,num,8,2.,RACECoded Value
Mediflex,V_MEDIFLEX_DM,46,COUNTRY,char,54,$54.,COUNTRY
Mediflex,V_MEDIFLEX_DM,47,COUNTRY_STD,char,20,$20.,COUNTRYCoded Value
Mediflex,V_MEDIFLEX_DM,48,DSSTDT,num,8,datetime22.3,DSSTDT (DSSTDT)
Mediflex,V_MEDIFLEX_DM,49,DSSTDT_RAW,char,11,$11.,DSSTDT (DSSTDT)(Character)
Mediflex,V_MEDIFLEX_DM,50,DSSTDT_INT,num,8,datetime22.3,DSSTDT (DSSTDT)Interpolated
Mediflex,V_MEDIFLEX_DM,51,DSSTDT_YYYY,num,8,4.,DSSTDT (DSSTDT)Year
Mediflex,V_MEDIFLEX_DM,52,DSSTDT_MM,num,8,2.,DSSTDT (DSSTDT)Month
Mediflex,V_MEDIFLEX_DM,53,DSSTDT_DD,num,8,2.,DSSTDT (DSSTDT)Day
Mediflex,V_MEDIFLEX_DM_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_DM_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_DM_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_DM_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_DM_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_DM_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_DM_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_DM_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_DM_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_DM_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_DM_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_DM_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_DM_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_DM_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_DM_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_DM_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_DM_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_DM_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_DM_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_DM_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_DM_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_DM_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_DM_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_DM_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_DM_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_DM_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_DM_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_DM_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_DM_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_DM_RAW,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_DM_RAW,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_DM_RAW,32,BRTHDTC,char,11,$11.,BRTHDTC
Mediflex,V_MEDIFLEX_DM_RAW,33,AGE,char,4,$4.,AGE
Mediflex,V_MEDIFLEX_DM_RAW,34,SEX,char,7,$7.,SEX
Mediflex,V_MEDIFLEX_DM_RAW,35,SEX_STD,char,7,$7.,SEXCoded Value
Mediflex,V_MEDIFLEX_DM_RAW,36,CHILDBEAR,char,3,$3.,CHILDBEAR
Mediflex,V_MEDIFLEX_DM_RAW,37,CHILDBEAR_STD,char,1,$1.,CHILDBEARCoded Value
Mediflex,V_MEDIFLEX_DM_RAW,38,RACE,char,200,$200.,RACE
Mediflex,V_MEDIFLEX_DM_RAW,39,RACE_STD,char,3,$3.,RACECoded Value
Mediflex,V_MEDIFLEX_DM_RAW,40,COUNTRY,char,54,$54.,COUNTRY
Mediflex,V_MEDIFLEX_DM_RAW,41,COUNTRY_STD,char,20,$20.,COUNTRYCoded Value
Mediflex,V_MEDIFLEX_DM_RAW,42,DSSTDT,char,11,$11.,DSSTDT (DSSTDT)
Mediflex,V_MEDIFLEX_DS_DEATH,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_DS_DEATH,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_DS_DEATH,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_DS_DEATH,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_DS_DEATH,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_DS_DEATH,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_DS_DEATH,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_DS_DEATH,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_DS_DEATH,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_DS_DEATH,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_DS_DEATH,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_DS_DEATH,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_DS_DEATH,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_DS_DEATH,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_DS_DEATH,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_DS_DEATH,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_DS_DEATH,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_DS_DEATH,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_DS_DEATH,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_DS_DEATH,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_DS_DEATH,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_DS_DEATH,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_DS_DEATH,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_DS_DEATH,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_DS_DEATH,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_DS_DEATH,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_DS_DEATH,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_DS_DEATH,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_DS_DEATH,29,MinCreated,num,8,datetime22.3,Earliest data creation time
Mediflex,V_MEDIFLEX_DS_DEATH,30,MaxUpdated,num,8,datetime22.3,Latest data update time
Mediflex,V_MEDIFLEX_DS_DEATH,31,StudyEnvSiteNumber,char,20,$20.,StudyEnvSiteNumber
Mediflex,V_MEDIFLEX_DS_DEATH,32,DSSTDT_DEATH,num,8,datetime22.3,DSSTDT:DEATH
Mediflex,V_MEDIFLEX_DS_DEATH,33,DSSTDT_DEATH_RAW,char,11,$11.,DSSTDT:DEATH(Character)
Mediflex,V_MEDIFLEX_DS_DEATH,34,DSSTDT_DEATH_INT,num,8,datetime22.3,DSSTDT:DEATHInterpolated
Mediflex,V_MEDIFLEX_DS_DEATH,35,DSSTDT_DEATH_YYYY,num,8,4.,DSSTDT:DEATHYear
Mediflex,V_MEDIFLEX_DS_DEATH,36,DSSTDT_DEATH_MM,num,8,2.,DSSTDT:DEATHMonth
Mediflex,V_MEDIFLEX_DS_DEATH,37,DSSTDT_DEATH_DD,num,8,2.,DSSTDT:DEATHDay
Mediflex,V_MEDIFLEX_DS_DEATH,38,DSSTDTC_TIME,char,8,$8.,DSSTDTC:TIME
Mediflex,V_MEDIFLEX_DS_DEATH,39,DSREASDTH,char,200,$200.,DSREASDTH
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,1,userid,num,8,10.,Internal id for the user
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,2,projectid,num,8,10.,projectid
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,3,project,char,255,$255.,project
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,4,studyid,num,8,10.,Internal id for the study
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,5,environmentName,char,20,$20.,Environment
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,6,subjectId,num,8,10.,Internal id for the subject
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,7,StudySiteId,num,8,10.,Internal id for study site
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,8,Subject,char,50,$50.,Subject name or identifier
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,9,siteid,num,8,10.,Internal id for the site
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,10,Site,char,255,$255.,Site name
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,11,SiteNumber,char,50,$50.,SiteNumber
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,12,SiteGroup,char,40,$40.,SiteGroup
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,13,instanceId,num,8,10.,Internal id for the instance
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,14,InstanceName,char,255,$255.,Folder instance name
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,15,InstanceRepeatNumber,num,8,10.,InstanceRepeatNumber
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,16,folderid,num,8,10.,Internal id for the folder
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,17,Folder,char,50,$50.,Folder OID
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,18,FolderName,char,255,$255.,Folder name
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,19,FolderSeq,num,8,12.1,Folder sequence number
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,20,TargetDays,num,8,10.,Target days from study start
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,21,DataPageId,num,8,10.,Internal id for data page
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,22,DataPageName,char,255,$255.,eCRF page name
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,23,PageRepeatNumber,num,8,10.,Sequence number of eCRF page in folder
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,24,RecordDate,num,8,datetime22.3,Clinical date of record (ex: visit date)
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,25,RecordId,num,8,10.,Internal id for the record
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,26,recordposition,num,8,10.,Record number
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,27,RecordActive,num,8,1.,Is record active
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,28,SaveTs,num,8,datetime22.3,Timestamp of last save in clinical views
Mediflex,V_MEDIFLEX_DS_DEATH_RAW,29,MinCreated,num,8,datetime22.3,Earliest data creation time
